year_month,state,district,stat,ml
2025-01,Andaman & Nicobar Islands,Andamans,1.0,0.0
2025-01,Andaman and Nicobar Islands,North And Middle Andaman,1.0,0.0
2025-01,Andaman and Nicobar Islands,South Andaman,1.0,0.0
2025-01,Andhra Pradesh,Adilabad,1.0,0.0
2025-01,Andhra Pradesh,Alluri Sitharama Raju,1.0,1.0
2025-01,Andhra Pradesh,Anakapalli,1.0,0.0
2025-01,Andhra Pradesh,Anantapur,1.0,0.0
2025-01,Andhra Pradesh,Ananthapur,1.0,1.0
2025-01,Andhra Pradesh,Ananthapuramu,1.0,1.0
2025-01,Andhra Pradesh,Annamayya,1.0,1.0
2025-01,Andhra Pradesh,Bapatla,1.0,1.0
2025-01,Andhra Pradesh,Chittoor,1.0,1.0
2025-01,Andhra Pradesh,Cuddapah,1.0,0.0
2025-01,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,1.0,0.0
2025-01,Andhra Pradesh,East Godavari,1.0,1.0
2025-01,Andhra Pradesh,Eluru,1.0,1.0
2025-01,Andhra Pradesh,Guntur,1.0,1.0
2025-01,Andhra Pradesh,Hyderabad,1.0,0.0
2025-01,Andhra Pradesh,K.v. Rangareddy,1.0,0.0
2025-01,Andhra Pradesh,Kakinada,1.0,1.0
2025-01,Andhra Pradesh,Karim Nagar,1.0,0.0
2025-01,Andhra Pradesh,Karimnagar,1.0,0.0
2025-01,Andhra Pradesh,Khammam,1.0,0.0
2025-01,Andhra Pradesh,Krishna,1.0,1.0
2025-01,Andhra Pradesh,Kurnool,1.0,1.0
2025-01,Andhra Pradesh,Mahbubnagar,1.0,0.0
2025-01,Andhra Pradesh,Medak,1.0,0.0
2025-01,Andhra Pradesh,N. T. R,1.0,1.0
2025-01,Andhra Pradesh,Nalgonda,1.0,0.0
2025-01,Andhra Pradesh,Nandyal,1.0,1.0
2025-01,Andhra Pradesh,Nellore,1.0,0.0
2025-01,Andhra Pradesh,Nizamabad,1.0,0.0
2025-01,Andhra Pradesh,Palnadu,1.0,1.0
2025-01,Andhra Pradesh,Parvathipuram Manyam,1.0,1.0
2025-01,Andhra Pradesh,Prakasam,1.0,0.0
2025-01,Andhra Pradesh,Rangareddi,1.0,0.0
2025-01,Andhra Pradesh,Sri Potti Sriramulu Nellore,1.0,0.0
2025-01,Andhra Pradesh,Sri Sathya Sai,1.0,1.0
2025-01,Andhra Pradesh,Srikakulam,1.0,1.0
2025-01,Andhra Pradesh,Tirupati,1.0,0.0
2025-01,Andhra Pradesh,Visakhapatnam,1.0,1.0
2025-01,Andhra Pradesh,Vizianagaram,1.0,1.0
2025-01,Andhra Pradesh,Warangal,1.0,0.0
2025-01,Andhra Pradesh,West Godavari,1.0,1.0
2025-01,Andhra Pradesh,Y. S. R,1.0,1.0
2025-01,Arunachal Pradesh,Changlang,1.0,0.0
2025-01,Arunachal Pradesh,East Kameng,1.0,0.0
2025-01,Arunachal Pradesh,East Siang,1.0,0.0
2025-01,Arunachal Pradesh,Kamle,1.0,0.0
2025-01,Arunachal Pradesh,Kra Daadi,1.0,0.0
2025-01,Arunachal Pradesh,Kurung Kumey,1.0,0.0
2025-01,Arunachal Pradesh,Lohit,1.0,0.0
2025-01,Arunachal Pradesh,Lower Subansiri,1.0,0.0
2025-01,Arunachal Pradesh,Namsai,1.0,1.0
2025-01,Arunachal Pradesh,Papum Pare,1.0,0.0
2025-01,Arunachal Pradesh,Tawang,1.0,0.0
2025-01,Arunachal Pradesh,Tirap,1.0,0.0
2025-01,Arunachal Pradesh,Upper Siang,1.0,0.0
2025-01,Arunachal Pradesh,West Kameng,1.0,0.0
2025-01,Assam,Bajali,1.0,0.0
2025-01,Assam,Chirang,1.0,0.0
2025-01,Assam,Dima Hasao,1.0,0.0
2025-01,Assam,Sribhumi,1.0,0.0
2025-01,Assam,Tamulpur District,1.0,0.0
2025-01,Bihar,Araria,1.0,0.0
2025-01,Bihar,Aurangabad,1.0,0.0
2025-01,Bihar,Banka,1.0,0.0
2025-01,Bihar,Begusarai,1.0,0.0
2025-01,Bihar,Bhabua,1.0,0.0
2025-01,Bihar,Bhojpur,1.0,0.0
2025-01,Bihar,Buxar,1.0,0.0
2025-01,Bihar,Darbhanga,1.0,0.0
2025-01,Bihar,Katihar,1.0,0.0
2025-01,Bihar,Khagaria,1.0,0.0
2025-01,Bihar,Kishanganj,1.0,1.0
2025-01,Bihar,Madhepura,1.0,0.0
2025-01,Bihar,Nawada,1.0,0.0
2025-01,Bihar,Purnea,1.0,0.0
2025-01,Bihar,Rohtas,1.0,0.0
2025-01,Bihar,Samastipur,1.0,0.0
2025-01,Bihar,Saran,1.0,0.0
2025-01,Bihar,Sheikhpura,1.0,0.0
2025-01,Bihar,Sheohar,1.0,0.0
2025-01,Bihar,Siwan,1.0,0.0
2025-01,Bihar,Supaul,1.0,0.0
2025-01,Bihar,Vaishali,1.0,0.0
2025-01,Chandigarh,Chandigarh,1.0,0.0
2025-01,Chhattisgarh,Balod,1.0,1.0
2025-01,Chhattisgarh,Baloda Bazar,1.0,0.0
2025-01,Chhattisgarh,Bastar,1.0,1.0
2025-01,Chhattisgarh,Bemetara,1.0,1.0
2025-01,Chhattisgarh,Dakshin Bastar Dantewada,1.0,1.0
2025-01,Chhattisgarh,Dantewada,1.0,1.0
2025-01,Chhattisgarh,Dhamtari,1.0,1.0
2025-01,Chhattisgarh,Gariyaband,1.0,0.0
2025-01,Chhattisgarh,Gaurela-pendra-marwahi,1.0,0.0
2025-01,Chhattisgarh,Janjgir-champa,1.0,1.0
2025-01,Chhattisgarh,Jashpur,1.0,1.0
2025-01,Chhattisgarh,Kabeerdham,1.0,1.0
2025-01,Chhattisgarh,Kanker,1.0,1.0
2025-01,Chhattisgarh,Kawardha,1.0,1.0
2025-01,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1.0,0.0
2025-01,Chhattisgarh,Kondagaon,1.0,1.0
2025-01,Chhattisgarh,Korba,1.0,1.0
2025-01,Chhattisgarh,Koriya,1.0,1.0
2025-01,Chhattisgarh,Mahasamund,1.0,1.0
2025-01,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,1.0,1.0
2025-01,Chhattisgarh,Mungeli,1.0,1.0
2025-01,Chhattisgarh,Narayanpur,1.0,1.0
2025-01,Chhattisgarh,Raipur,1.0,0.0
2025-01,Chhattisgarh,Rajnandgaon,1.0,1.0
2025-01,Chhattisgarh,Sakti,1.0,0.0
2025-01,Chhattisgarh,Sukma,1.0,0.0
2025-01,Chhattisgarh,Surajpur,1.0,0.0
2025-01,Chhattisgarh,Surguja,1.0,1.0
2025-01,Chhattisgarh,Uttar Bastar Kanker,1.0,1.0
2025-01,Dadra & Nagar Haveli,Dadra & Nagar Haveli,1.0,0.0
2025-01,Dadra and Nagar Haveli,Dadra and Nagar Haveli,1.0,0.0
2025-01,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,1.0,0.0
2025-01,Dadra and Nagar Haveli and Daman and Diu,Diu,1.0,0.0
2025-01,Daman and Diu,Daman,1.0,0.0
2025-01,Delhi,North East,1.0,0.0
2025-01,Delhi,North West Delhi,1.0,0.0
2025-01,Delhi,South Delhi,1.0,0.0
2025-01,Delhi,South West Delhi,1.0,0.0
2025-01,Goa,North Goa,1.0,0.0
2025-01,Goa,South Goa,1.0,0.0
2025-01,Gujarat,Ahmadabad,1.0,0.0
2025-01,Gujarat,Ahmedabad,1.0,0.0
2025-01,Gujarat,Anand,1.0,0.0
2025-01,Gujarat,Arvalli,1.0,0.0
2025-01,Gujarat,Banas Kantha,1.0,0.0
2025-01,Gujarat,Chhotaudepur,1.0,0.0
2025-01,Gujarat,Dahod,1.0,0.0
2025-01,Gujarat,Devbhumi Dwarka,1.0,0.0
2025-01,Gujarat,Dohad,1.0,0.0
2025-01,Gujarat,Gir Somnath,1.0,0.0
2025-01,Gujarat,Junagadh,1.0,0.0
2025-01,Gujarat,Mahisagar,1.0,0.0
2025-01,Gujarat,Narmada,1.0,0.0
2025-01,Gujarat,Panchmahals,1.0,0.0
2025-01,Gujarat,Patan,1.0,0.0
2025-01,Gujarat,Sabarkantha,1.0,0.0
2025-01,Gujarat,Surendra Nagar,1.0,0.0
2025-01,Gujarat,Tapi,1.0,0.0
2025-01,Gujarat,The Dangs,1.0,0.0
2025-01,Haryana,Ambala,1.0,0.0
2025-01,Haryana,Bhiwani,1.0,1.0
2025-01,Haryana,Charkhi Dadri,1.0,0.0
2025-01,Haryana,Fatehabad,1.0,1.0
2025-01,Haryana,Hisar,1.0,0.0
2025-01,Haryana,Jhajjar,1.0,1.0
2025-01,Haryana,Jind,1.0,1.0
2025-01,Haryana,Kaithal,1.0,0.0
2025-01,Haryana,Karnal,1.0,1.0
2025-01,Haryana,Kurukshetra,1.0,0.0
2025-01,Haryana,Mahendragarh,1.0,0.0
2025-01,Haryana,Palwal,1.0,0.0
2025-01,Haryana,Panchkula,1.0,1.0
2025-01,Haryana,Rewari,1.0,1.0
2025-01,Haryana,Rohtak,1.0,0.0
2025-01,Haryana,Sirsa,1.0,1.0
2025-01,Haryana,Sonipat,1.0,0.0
2025-01,Haryana,Yamuna Nagar,1.0,1.0
2025-01,Himachal Pradesh,Bilaspur,1.0,0.0
2025-01,Himachal Pradesh,Chamba,1.0,1.0
2025-01,Himachal Pradesh,Hamirpur,1.0,0.0
2025-01,Himachal Pradesh,Kangra,1.0,0.0
2025-01,Himachal Pradesh,Kullu,1.0,0.0
2025-01,Himachal Pradesh,Lahul and Spiti,1.0,0.0
2025-01,Himachal Pradesh,Mandi,1.0,1.0
2025-01,Himachal Pradesh,Shimla,1.0,1.0
2025-01,Himachal Pradesh,Sirmaur,1.0,1.0
2025-01,Himachal Pradesh,Solan,1.0,1.0
2025-01,Himachal Pradesh,Una,1.0,1.0
2025-01,Jammu and Kashmir,Anantnag,1.0,0.0
2025-01,Jammu and Kashmir,Badgam,1.0,0.0
2025-01,Jammu and Kashmir,Bandipore,1.0,0.0
2025-01,Jammu and Kashmir,Baramula,1.0,0.0
2025-01,Jammu and Kashmir,Budgam,1.0,1.0
2025-01,Jammu and Kashmir,Doda,1.0,0.0
2025-01,Jammu and Kashmir,Ganderbal,1.0,0.0
2025-01,Jammu and Kashmir,Jammu,1.0,0.0
2025-01,Jammu and Kashmir,Kargil,1.0,0.0
2025-01,Jammu and Kashmir,Kathua,1.0,0.0
2025-01,Jammu and Kashmir,Kishtwar,1.0,1.0
2025-01,Jammu and Kashmir,Kulgam,1.0,0.0
2025-01,Jammu and Kashmir,Kupwara,1.0,0.0
2025-01,Jammu and Kashmir,Pulwama,1.0,0.0
2025-01,Jammu and Kashmir,Rajouri,1.0,0.0
2025-01,Jammu and Kashmir,Ramban,1.0,0.0
2025-01,Jammu and Kashmir,Reasi,1.0,0.0
2025-01,Jammu and Kashmir,Samba,1.0,0.0
2025-01,Jammu and Kashmir,Shupiyan,1.0,1.0
2025-01,Jammu and Kashmir,Srinagar,1.0,0.0
2025-01,Jammu and Kashmir,Udhampur,1.0,0.0
2025-01,Jharkhand,Bokaro,1.0,0.0
2025-01,Jharkhand,Deoghar,1.0,0.0
2025-01,Jharkhand,Dhanbad,1.0,0.0
2025-01,Jharkhand,Dumka,1.0,0.0
2025-01,Jharkhand,East Singhbhum,1.0,0.0
2025-01,Jharkhand,Garhwa,1.0,0.0
2025-01,Jharkhand,Garhwa *,1.0,0.0
2025-01,Jharkhand,Giridih,1.0,0.0
2025-01,Jharkhand,Godda,1.0,0.0
2025-01,Jharkhand,Gumla,1.0,0.0
2025-01,Jharkhand,Hazaribag,1.0,0.0
2025-01,Jharkhand,Hazaribagh,1.0,0.0
2025-01,Jharkhand,Jamtara,1.0,0.0
2025-01,Jharkhand,Kodarma,1.0,0.0
2025-01,Jharkhand,Koderma,1.0,0.0
2025-01,Jharkhand,Latehar,1.0,0.0
2025-01,Jharkhand,Pakaur,1.0,0.0
2025-01,Jharkhand,Palamau,1.0,0.0
2025-01,Jharkhand,Palamu,1.0,0.0
2025-01,Jharkhand,Pashchimi Singhbhum,1.0,1.0
2025-01,Jharkhand,Purbi Singhbhum,1.0,0.0
2025-01,Jharkhand,Ramgarh,1.0,0.0
2025-01,Jharkhand,Sahebganj,1.0,0.0
2025-01,Jharkhand,Sahibganj,1.0,0.0
2025-01,Jharkhand,Seraikela-Kharsawan,1.0,0.0
2025-01,Jharkhand,Seraikela-kharsawan,1.0,0.0
2025-01,Jharkhand,Simdega,1.0,0.0
2025-01,Jharkhand,West Singhbhum,1.0,0.0
2025-01,Karnataka,Bagalkot,1.0,0.0
2025-01,Karnataka,Bagalkot *,1.0,0.0
2025-01,Karnataka,Ballari,1.0,0.0
2025-01,Karnataka,Bangalore,1.0,0.0
2025-01,Karnataka,Bangalore Rural,1.0,0.0
2025-01,Karnataka,Belagavi,1.0,0.0
2025-01,Karnataka,Belgaum,1.0,0.0
2025-01,Karnataka,Bellary,1.0,0.0
2025-01,Karnataka,Bengaluru South,1.0,0.0
2025-01,Karnataka,Bidar,1.0,0.0
2025-01,Karnataka,Bijapur,1.0,0.0
2025-01,Karnataka,Chamarajanagar,1.0,0.0
2025-01,Karnataka,Chamrajanagar,1.0,0.0
2025-01,Karnataka,Chamrajnagar,1.0,0.0
2025-01,Karnataka,Chickmagalur,1.0,0.0
2025-01,Karnataka,Chikkaballapur,1.0,0.0
2025-01,Karnataka,Chikkamagaluru,1.0,0.0
2025-01,Karnataka,Chikmagalur,1.0,0.0
2025-01,Karnataka,Chitradurga,1.0,0.0
2025-01,Karnataka,Dakshina Kannada,1.0,0.0
2025-01,Karnataka,Davanagere,1.0,0.0
2025-01,Karnataka,Davangere,1.0,0.0
2025-01,Karnataka,Dharwad,1.0,0.0
2025-01,Karnataka,Gadag,1.0,0.0
2025-01,Karnataka,Gulbarga,1.0,0.0
2025-01,Karnataka,Hasan,1.0,0.0
2025-01,Karnataka,Hassan,1.0,1.0
2025-01,Karnataka,Haveri,1.0,0.0
2025-01,Karnataka,Haveri *,1.0,0.0
2025-01,Karnataka,Kalaburagi,1.0,0.0
2025-01,Karnataka,Kodagu,1.0,0.0
2025-01,Karnataka,Kolar,1.0,0.0
2025-01,Karnataka,Koppal,1.0,0.0
2025-01,Karnataka,Mandya,1.0,0.0
2025-01,Karnataka,Mysore,1.0,0.0
2025-01,Karnataka,Raichur,1.0,0.0
2025-01,Karnataka,Ramanagar,1.0,0.0
2025-01,Karnataka,Shimoga,1.0,0.0
2025-01,Karnataka,Shivamogga,1.0,0.0
2025-01,Karnataka,Tumakuru,1.0,0.0
2025-01,Karnataka,Tumkur,1.0,0.0
2025-01,Karnataka,Udupi,1.0,0.0
2025-01,Karnataka,Uttara Kannada,1.0,0.0
2025-01,Karnataka,Vijayanagara,1.0,0.0
2025-01,Karnataka,Vijayapura,1.0,0.0
2025-01,Karnataka,Yadgir,1.0,0.0
2025-01,Karnataka,yadgir,1.0,0.0
2025-01,Kerala,Alappuzha,1.0,0.0
2025-01,Kerala,Ernakulam,1.0,0.0
2025-01,Kerala,Idukki,1.0,0.0
2025-01,Kerala,Kannur,1.0,0.0
2025-01,Kerala,Kasaragod,1.0,0.0
2025-01,Kerala,Kollam,1.0,0.0
2025-01,Kerala,Kottayam,1.0,0.0
2025-01,Kerala,Kozhikode,1.0,0.0
2025-01,Kerala,Malappuram,1.0,0.0
2025-01,Kerala,Palakkad,1.0,0.0
2025-01,Kerala,Pathanamthitta,1.0,0.0
2025-01,Kerala,Thiruvananthapuram,1.0,0.0
2025-01,Kerala,Thrissur,1.0,0.0
2025-01,Kerala,Wayanad,1.0,1.0
2025-01,Ladakh,Kargil,1.0,0.0
2025-01,Lakshadweep,Lakshadweep,1.0,0.0
2025-01,Madhya Pradesh,Agar Malwa,1.0,0.0
2025-01,Madhya Pradesh,Alirajpur,1.0,0.0
2025-01,Madhya Pradesh,Anuppur,1.0,1.0
2025-01,Madhya Pradesh,Ashok Nagar,1.0,0.0
2025-01,Madhya Pradesh,Balaghat,1.0,0.0
2025-01,Madhya Pradesh,Bhopal,1.0,0.0
2025-01,Madhya Pradesh,Burhanpur,1.0,0.0
2025-01,Madhya Pradesh,Chhindwara,1.0,0.0
2025-01,Madhya Pradesh,Damoh,1.0,0.0
2025-01,Madhya Pradesh,Datia,1.0,0.0
2025-01,Madhya Pradesh,Dindori,1.0,1.0
2025-01,Madhya Pradesh,East Nimar,1.0,0.0
2025-01,Madhya Pradesh,Guna,1.0,0.0
2025-01,Madhya Pradesh,Harda,1.0,0.0
2025-01,Madhya Pradesh,Harda *,1.0,0.0
2025-01,Madhya Pradesh,Hoshangabad,1.0,0.0
2025-01,Madhya Pradesh,Jabalpur,1.0,0.0
2025-01,Madhya Pradesh,Khargone,1.0,0.0
2025-01,Madhya Pradesh,Maihar,1.0,0.0
2025-01,Madhya Pradesh,Mandla,1.0,1.0
2025-01,Madhya Pradesh,Mandsaur,1.0,1.0
2025-01,Madhya Pradesh,Mauganj,1.0,0.0
2025-01,Madhya Pradesh,Narmadapuram,1.0,0.0
2025-01,Madhya Pradesh,Narsimhapur,1.0,0.0
2025-01,Madhya Pradesh,Narsinghpur,1.0,0.0
2025-01,Madhya Pradesh,Neemuch,1.0,0.0
2025-01,Madhya Pradesh,Niwari,1.0,0.0
2025-01,Madhya Pradesh,Pandhurna,1.0,0.0
2025-01,Madhya Pradesh,Panna,1.0,0.0
2025-01,Madhya Pradesh,Raisen,1.0,0.0
2025-01,Madhya Pradesh,Rajgarh,1.0,0.0
2025-01,Madhya Pradesh,Ratlam,1.0,1.0
2025-01,Madhya Pradesh,Rewa,1.0,0.0
2025-01,Madhya Pradesh,Sagar,1.0,0.0
2025-01,Madhya Pradesh,Satna,1.0,0.0
2025-01,Madhya Pradesh,Seoni,1.0,0.0
2025-01,Madhya Pradesh,Shahdol,1.0,1.0
2025-01,Madhya Pradesh,Shajapur,1.0,0.0
2025-01,Madhya Pradesh,Shivpuri,1.0,0.0
2025-01,Madhya Pradesh,Sidhi,1.0,1.0
2025-01,Madhya Pradesh,Singrauli,1.0,0.0
2025-01,Madhya Pradesh,Tikamgarh,1.0,1.0
2025-01,Madhya Pradesh,Ujjain,1.0,0.0
2025-01,Madhya Pradesh,Umaria,1.0,0.0
2025-01,Madhya Pradesh,West Nimar,1.0,0.0
2025-01,Maharashtra,Ahmadnagar,1.0,0.0
2025-01,Maharashtra,Ahmed Nagar,1.0,0.0
2025-01,Maharashtra,Akola,1.0,0.0
2025-01,Maharashtra,Amravati,1.0,0.0
2025-01,Maharashtra,Bhandara,1.0,1.0
2025-01,Maharashtra,Bid,1.0,0.0
2025-01,Maharashtra,Buldana,1.0,0.0
2025-01,Maharashtra,Buldhana,1.0,0.0
2025-01,Maharashtra,Chandrapur,1.0,0.0
2025-01,Maharashtra,Chatrapati Sambhaji Nagar,1.0,1.0
2025-01,Maharashtra,Chhatrapati Sambhajinagar,1.0,0.0
2025-01,Maharashtra,Dharashiv,1.0,0.0
2025-01,Maharashtra,Dhule,1.0,0.0
2025-01,Maharashtra,Gadchiroli,1.0,1.0
2025-01,Maharashtra,Gondiya,1.0,0.0
2025-01,Maharashtra,Jalgaon,1.0,0.0
2025-01,Maharashtra,Jalna,1.0,1.0
2025-01,Maharashtra,Kolhapur,1.0,1.0
2025-01,Maharashtra,Latur,1.0,0.0
2025-01,Maharashtra,Mumbai,1.0,0.0
2025-01,Maharashtra,Mumbai City,1.0,1.0
2025-01,Maharashtra,Mumbai( Sub Urban ),1.0,0.0
2025-01,Maharashtra,Nanded,1.0,0.0
2025-01,Maharashtra,Nandurbar,1.0,0.0
2025-01,Maharashtra,Osmanabad,1.0,0.0
2025-01,Maharashtra,Parbhani,1.0,0.0
2025-01,Maharashtra,Raigarh,1.0,1.0
2025-01,Maharashtra,Ratnagiri,1.0,1.0
2025-01,Maharashtra,Sangli,1.0,0.0
2025-01,Maharashtra,Satara,1.0,0.0
2025-01,Maharashtra,Sindhudurg,1.0,1.0
2025-01,Maharashtra,Solapur,1.0,0.0
2025-01,Maharashtra,Wardha,1.0,1.0
2025-01,Maharashtra,Washim,1.0,0.0
2025-01,Maharashtra,Yavatmal,1.0,0.0
2025-01,Manipur,Chandel,1.0,0.0
2025-01,Manipur,Imphal East,1.0,1.0
2025-01,Manipur,Jiribam,1.0,0.0
2025-01,Manipur,Kakching,1.0,0.0
2025-01,Manipur,Senapati,1.0,0.0
2025-01,Manipur,Tamenglong,1.0,0.0
2025-01,Manipur,Thoubal,1.0,1.0
2025-01,Manipur,Ukhrul,1.0,1.0
2025-01,Mizoram,Aizawl,1.0,1.0
2025-01,Mizoram,Mamit,1.0,1.0
2025-01,Mizoram,Mammit,1.0,0.0
2025-01,Mizoram,Saiha,1.0,0.0
2025-01,Mizoram,Saitual,1.0,0.0
2025-01,Nagaland,Dimapur,1.0,0.0
2025-01,Nagaland,Kohima,1.0,0.0
2025-01,Nagaland,Longleng,1.0,0.0
2025-01,Nagaland,Mokokchung,1.0,0.0
2025-01,Nagaland,Mon,1.0,0.0
2025-01,Nagaland,Noklak,1.0,0.0
2025-01,Nagaland,Phek,1.0,0.0
2025-01,Nagaland,Shamator,1.0,0.0
2025-01,Nagaland,Zunheboto,1.0,0.0
2025-01,Odisha,Angul,1.0,0.0
2025-01,Odisha,Anugul,1.0,0.0
2025-01,Odisha,Balangir,1.0,0.0
2025-01,Odisha,Baleshwar,1.0,0.0
2025-01,Odisha,Baleswar,1.0,0.0
2025-01,Odisha,Bargarh,1.0,0.0
2025-01,Odisha,Baudh,1.0,0.0
2025-01,Odisha,Bhadrak,1.0,0.0
2025-01,Odisha,Boudh,1.0,0.0
2025-01,Odisha,Cuttack,1.0,0.0
2025-01,Odisha,Debagarh,1.0,0.0
2025-01,Odisha,Dhenkanal,1.0,0.0
2025-01,Odisha,Gajapati,1.0,0.0
2025-01,Odisha,Ganjam,1.0,0.0
2025-01,Odisha,JAJPUR,1.0,0.0
2025-01,Odisha,Jagatsinghapur,1.0,0.0
2025-01,Odisha,Jagatsinghpur,1.0,0.0
2025-01,Odisha,Jajapur,1.0,0.0
2025-01,Odisha,Jharsuguda,1.0,0.0
2025-01,Odisha,Kalahandi,1.0,0.0
2025-01,Odisha,Kandhamal,1.0,0.0
2025-01,Odisha,Kendrapara,1.0,0.0
2025-01,Odisha,Kendujhar,1.0,0.0
2025-01,Odisha,Khorda,1.0,0.0
2025-01,Odisha,Khordha,1.0,0.0
2025-01,Odisha,Koraput,1.0,0.0
2025-01,Odisha,Malkangiri,1.0,0.0
2025-01,Odisha,Mayurbhanj,1.0,0.0
2025-01,Odisha,NUAPADA,1.0,0.0
2025-01,Odisha,Nabarangapur,1.0,0.0
2025-01,Odisha,Nayagarh,1.0,0.0
2025-01,Odisha,Nuapada,1.0,0.0
2025-01,Odisha,Puri,1.0,0.0
2025-01,Odisha,Rayagada,1.0,0.0
2025-01,Odisha,Sambalpur,1.0,0.0
2025-01,Odisha,Sonapur,1.0,0.0
2025-01,Odisha,Subarnapur,1.0,0.0
2025-01,Odisha,Sundargarh,1.0,0.0
2025-01,Odisha,Sundergarh,1.0,0.0
2025-01,Orissa,Balangir,1.0,0.0
2025-01,Orissa,Baleshwar,1.0,0.0
2025-01,Orissa,Bargarh,1.0,0.0
2025-01,Orissa,Bhadrak,1.0,0.0
2025-01,Orissa,Cuttack,1.0,0.0
2025-01,Orissa,Dhenkanal,1.0,0.0
2025-01,Orissa,Ganjam,1.0,0.0
2025-01,Orissa,Jajapur,1.0,0.0
2025-01,Orissa,Kendujhar,1.0,0.0
2025-01,Orissa,Khordha,1.0,0.0
2025-01,Orissa,Koraput,1.0,0.0
2025-01,Orissa,Mayurbhanj,1.0,0.0
2025-01,Orissa,Nayagarh,1.0,0.0
2025-01,Orissa,Puri,1.0,0.0
2025-01,Orissa,Rayagada,1.0,0.0
2025-01,Orissa,Sundargarh,1.0,0.0
2025-01,Pondicherry,Karaikal,1.0,0.0
2025-01,Pondicherry,Pondicherry,1.0,0.0
2025-01,Puducherry,Karaikal,1.0,0.0
2025-01,Puducherry,Puducherry,1.0,0.0
2025-01,Punjab,Barnala,1.0,0.0
2025-01,Punjab,Bathinda,1.0,0.0
2025-01,Punjab,Faridkot,1.0,0.0
2025-01,Punjab,Fatehgarh Sahib,1.0,0.0
2025-01,Punjab,Fazilka,1.0,0.0
2025-01,Punjab,Ferozepur,1.0,0.0
2025-01,Punjab,Firozpur,1.0,0.0
2025-01,Punjab,Jalandhar,1.0,1.0
2025-01,Punjab,Kapurthala,1.0,0.0
2025-01,Punjab,Malerkotla,1.0,0.0
2025-01,Punjab,Mansa,1.0,0.0
2025-01,Punjab,Moga,1.0,0.0
2025-01,Punjab,Muktsar,1.0,0.0
2025-01,Punjab,Pathankot,1.0,0.0
2025-01,Punjab,Rupnagar,1.0,0.0
2025-01,Punjab,S.A.S Nagar(Mohali),1.0,0.0
2025-01,Punjab,SAS Nagar (Mohali),1.0,0.0
2025-01,Punjab,Sangrur,1.0,0.0
2025-01,Punjab,Shaheed Bhagat Singh Nagar,1.0,0.0
2025-01,Punjab,Sri Muktsar Sahib,1.0,0.0
2025-01,Punjab,Tarn Taran,1.0,0.0
2025-01,Rajasthan,Banswara,1.0,0.0
2025-01,Rajasthan,Baran,1.0,0.0
2025-01,Rajasthan,Barmer,1.0,0.0
2025-01,Rajasthan,Bharatpur,1.0,0.0
2025-01,Rajasthan,Bundi,1.0,0.0
2025-01,Rajasthan,Chittaurgarh,1.0,0.0
2025-01,Rajasthan,Dausa,1.0,0.0
2025-01,Rajasthan,Dhaulpur,1.0,0.0
2025-01,Rajasthan,Dungarpur,1.0,0.0
2025-01,Rajasthan,Ganganagar,1.0,1.0
2025-01,Rajasthan,Hanumangarh,1.0,0.0
2025-01,Rajasthan,Jaisalmer,1.0,0.0
2025-01,Rajasthan,Jalor,1.0,0.0
2025-01,Rajasthan,Jalore,1.0,0.0
2025-01,Rajasthan,Jhalawar,1.0,0.0
2025-01,Rajasthan,Jhunjhunu,1.0,0.0
2025-01,Rajasthan,Jhunjhunun,1.0,0.0
2025-01,Rajasthan,Kota,1.0,0.0
2025-01,Rajasthan,Nagaur,1.0,0.0
2025-01,Rajasthan,Pali,1.0,0.0
2025-01,Rajasthan,Pratapgarh,1.0,0.0
2025-01,Rajasthan,Rajsamand,1.0,0.0
2025-01,Rajasthan,Sawai Madhopur,1.0,0.0
2025-01,Rajasthan,Sikar,1.0,0.0
2025-01,Rajasthan,Udaipur,1.0,0.0
2025-01,Sikkim,East,1.0,0.0
2025-01,Sikkim,East Sikkim,1.0,0.0
2025-01,Sikkim,North Sikkim,1.0,0.0
2025-01,Sikkim,South,1.0,0.0
2025-01,Sikkim,West,1.0,0.0
2025-01,Tamil Nadu,Ariyalur,1.0,0.0
2025-01,Tamil Nadu,Chennai,1.0,0.0
2025-01,Tamil Nadu,Coimbatore,1.0,0.0
2025-01,Tamil Nadu,Cuddalore,1.0,0.0
2025-01,Tamil Nadu,Dharmapuri,1.0,0.0
2025-01,Tamil Nadu,Dindigul,1.0,0.0
2025-01,Tamil Nadu,Erode,1.0,0.0
2025-01,Tamil Nadu,Kancheepuram,1.0,0.0
2025-01,Tamil Nadu,Kanniyakumari,1.0,1.0
2025-01,Tamil Nadu,Kanyakumari,1.0,0.0
2025-01,Tamil Nadu,Karur,1.0,0.0
2025-01,Tamil Nadu,Krishnagiri,1.0,0.0
2025-01,Tamil Nadu,Madurai,1.0,0.0
2025-01,Tamil Nadu,Mayiladuthurai,1.0,0.0
2025-01,Tamil Nadu,Nagapattinam,1.0,0.0
2025-01,Tamil Nadu,Namakkal,1.0,0.0
2025-01,Tamil Nadu,Perambalur,1.0,0.0
2025-01,Tamil Nadu,Pudukkottai,1.0,0.0
